DateTimeUTC,Meter_Hydros21_Cond,Meter_Hydros21_Depth,Meter_Hydros21_Temp,EnviroDIY_Mayfly_Batt
"2025-06-01 00:00:00","342.4","0.118872","14.3",
"2025-06-01 00:15:00","342.4","0.118872","14.3",
"2025-06-01 00:30:00","342.4","0.118872","14.3",
"2025-06-01 00:45:00","342.4","0.12192000000000001","14.3",
"2025-06-01 01:00:00","343","0.12192000000000001","14.7",
"2025-06-01 01:15:00","343","0.118872","14.7",
"2025-06-01 01:30:00","343","0.12192000000000001","14.7",
"2025-06-01 01:45:00","343","0.12192000000000001","14.7",
"2025-06-01 02:00:00","343","0.12192000000000001","14.7",
"2025-06-01 02:15:00","343","0.12192000000000001","14.7",
"2025-06-01 02:30:00","342.7","0.12192000000000001","14.6",
"2025-06-01 02:45:00","342.3","0.12192000000000001","14.5",
"2025-06-01 03:00:00","342.3","0.12192000000000001","14.5",
"2025-06-01 03:15:00","342.9","0.12192000000000001","14.5",
"2025-06-01 03:30:00","342.9","0.12192000000000001","14.5",
"2025-06-01 03:45:00","342.9","0.12192000000000001","14.4",
"2025-06-01 04:00:00","342.4","0.124968","14.4",
"2025-06-01 04:15:00","342.4","0.12192000000000001","14.3",
"2025-06-01 04:30:00","342.4","0.12192000000000001","14.3",
"2025-06-01 04:45:00","342.6","0.12192000000000001","14.3",
"2025-06-01 05:00:00","343.4","0.12192000000000001","14.3",
"2025-06-01 05:15:00","344.3","0.12192000000000001","14.4",
"2025-06-01 05:30:00","345","0.124968","14.4",
"2025-06-01 05:45:00","345.4","0.12192000000000001","14.4",
"2025-06-01 06:00:00","345.4","0.12192000000000001","14.4",
"2025-06-01 06:15:00","346","0.12192000000000001","14.4",
"2025-06-01 06:30:00","346.4","0.124968","14.4",
"2025-06-01 06:45:00","346.9","0.12192000000000001","14.4",
"2025-06-01 07:00:00","347.7","0.12192000000000001","14.5",
"2025-06-01 07:15:00","348.6","0.12192000000000001","14.6",
"2025-06-01 07:30:00","351","0.12192000000000001","16.4",
"2025-06-01 07:45:00","351","0.12192000000000001","16.4",
"2025-06-01 08:00:00","351","0.12192000000000001","16.4",
"2025-06-01 08:15:00","351","0.12192000000000001","16.4",
"2025-06-01 08:30:00","351","0.12192000000000001","16.4",
"2025-06-01 08:45:00","349.3","0.124968","16.2",
"2025-06-01 09:00:00","349.3","0.124968","16.2",
"2025-06-01 09:15:00","349.3","0.124968","16.2",
"2025-06-01 09:30:00","349.3","0.12192000000000001","16.2",
"2025-06-01 09:45:00","349.3","0.12192000000000001","16.2",
"2025-06-01 10:00:00","349.3","0.124968","16.2",
"2025-06-01 10:15:00","349.3","0.128016","16.2",
"2025-06-01 10:30:00","349.3","0.128016","16.2",
